file,slope_bin,elevation_bin,slope_angle_deg,midpoint_elevation_ft,rise_ft
BradleyMountain2019-06-13.gpx,10-20,6500-8000,11.192,7274,-25.97
BradleyMountain2019-06-13.gpx,10-20,6500-8000,11.171,7248,-25.91
BradleyMountain2019-06-13.gpx,10-20,6500-8000,11.506,7222,-26.71
BradleyMountain2019-06-13.gpx,10-20,6500-8000,12.96,7193,-30.2
BradleyMountain2019-06-13.gpx,10-20,6500-8000,10.166,7166,-23.53
BradleyMountain2019-06-13.gpx,10-20,6500-8000,11.703,7141,-27.19
BradleyMountain2019-06-13.gpx,10-20,6500-8000,13.773,7111,-32.17
BradleyMountain2019-06-13.gpx,10-20,6500-8000,16.655,7076,-39.26
BradleyMountain2019-06-13.gpx,10-20,6500-8000,13.7,7040,-31.99
BradleyMountain2019-06-13.gpx,10-20,6500-8000,11.69,7010,-27.15
BradleyMountain2019-06-13.gpx,10-20,6500-8000,13.545,6981,-31.62
BradleyMountain2019-06-13.gpx,10-20,6500-8000,18.896,6943,-44.92
BradleyMountain2019-06-13.gpx,10-20,6500-8000,13.775,6904,-32.17
BradleyMountain2019-06-13.gpx,10-20,6500-8000,11.062,6875,-25.66
BradleyMountain2019-06-13.gpx,10-20,6500-8000,11.469,6849,-26.63
BradleyMountain2019-06-13.gpx,10-20,6500-8000,15.257,6818,-35.8
BradleyMountain2019-06-13.gpx,10-20,6500-8000,13.71,6784,-32.02
BradleyMountain2019-06-13.gpx,10-20,6500-8000,14.488,6751,-33.91
BradleyMountain2019-06-13.gpx,20-30,6500-8000,20.65,6709,-49.46
BradleyMountain2019-06-13.gpx,10-20,6500-8000,16.284,6666,-38.34
BradleyMountain2019-06-13.gpx,10-20,6500-8000,18.139,6625,-42.99
BradleyMountain2019-06-13.gpx,10-20,6500-8000,17.135,6583,-40.46
BradleyMountain2019-06-13.gpx,10-20,6500-8000,12.274,6549,-28.55
BradleyMountain2019-06-13.gpx,10-20,6500-8000,18.021,6513,-42.69
BradleyMountain2019-06-13.gpx,10-20,5000-6500,14.645,6475,-34.29
BradleyMountain2019-06-13.gpx,10-20,5000-6500,14.853,6440,-34.8
BradleyMountain2019-06-13.gpx,10-20,5000-6500,10.834,6410,-25.12
BradleyMountain2019-06-13.gpx,10-20,5000-6500,12.615,6383,-29.37
BradleyMountain2019-06-13.gpx,0-10,5000-6500,6.874,6360,-15.82
BradleyMountain2019-06-13.gpx,10-20,5000-6500,12.738,6337,-29.67
BradleyMountain2019-06-13.gpx,10-20,5000-6500,17.052,6302,-40.25
BradleyMountain2019-06-13.gpx,10-20,5000-6500,15.355,6264,-36.04
BradleyMountain2019-06-13.gpx,20-30,5000-6500,20.793,6221,-49.83
BradleyMountain2019-06-13.gpx,10-20,5000-6500,18.902,6174,-44.94
BradleyMountain2019-06-13.gpx,10-20,5000-6500,17.836,6130,-42.23
BradleyMountain2019-06-13.gpx,10-20,5000-6500,12.852,6094,-29.94
BradleyMountain2019-06-13.gpx,10-20,5000-6500,12.851,6064,-29.94
BradleyMountain2019-06-13.gpx,10-20,5000-6500,10.056,6038,-23.27
BuckMountain2024-09-09.gpx,0-10,6500-8000,1.921,6784,4.4
BuckMountain2024-09-09.gpx,0-10,6500-8000,6.371,6793,14.65
BuckMountain2024-09-09.gpx,0-10,6500-8000,5.018,6806,11.52
BuckMountain2024-09-09.gpx,0-10,6500-8000,2.405,6815,5.51
BuckMountain2024-09-09.gpx,0-10,6500-8000,6.815,6825,15.68
BuckMountain2024-09-09.gpx,0-10,6500-8000,5.091,6839,11.69
BuckMountain2024-09-09.gpx,0-10,6500-8000,3.582,6849,8.22
BuckMountain2024-09-09.gpx,0-10,6500-8000,5.129,6859,11.78
BuckMountain2024-09-09.gpx,0-10,6500-8000,3.664,6869,8.4
BuckMountain2024-09-09.gpx,0-10,6500-8000,7.89,6882,18.19
BuckMountain2024-09-09.gpx,0-10,6500-8000,4.939,6897,11.34
BuckMountain2024-09-09.gpx,0-10,6500-8000,4.644,6908,10.66
BuckMountain2024-09-09.gpx,0-10,6500-8000,6.35,6921,14.61
BuckMountain2024-09-09.gpx,0-10,6500-8000,8.036,6937,18.53
BuckMountain2024-09-09.gpx,0-10,6500-8000,3.793,6951,8.7
BuckMountain2024-09-09.gpx,0-10,6500-8000,1.733,6957,3.97
BuckMountain2024-09-09.gpx,0-10,6500-8000,5.23,6965,12.01
BuckMountain2024-09-09.gpx,0-10,6500-8000,4.471,6976,10.26
BuckMountain2024-09-09.gpx,0-10,6500-8000,0.238,6982,0.54
BuckMountain2024-09-09.gpx,0-10,6500-8000,0.159,6982,0.36
BuckMountain2024-09-09.gpx,10-20,6500-8000,12.525,6997,29.15
BuckMountain2024-09-09.gpx,0-10,6500-8000,5.788,7018,13.3
BuckMountain2024-09-09.gpx,0-10,6500-8000,3.979,7030,9.13
BuckMountain2024-09-09.gpx,0-10,6500-8000,8.385,7044,19.34
BuckMountain2024-09-09.gpx,0-10,6500-8000,5.412,7060,12.43
BuckMountain2024-09-09.gpx,0-10,6500-8000,3.98,7070,9.13
BuckMountain2024-09-09.gpx,0-10,6500-8000,8.224,7085,18.97
BuckMountain2024-09-09.gpx,10-20,6500-8000,10.232,7106,23.69
BuckMountain2024-09-09.gpx,10-20,6500-8000,10.661,7130,24.7
BuckMountain2024-09-09.gpx,10-20,6500-8000,10.381,7154,24.04
BuckMountain2024-09-09.gpx,10-20,6500-8000,10.731,7179,24.87
BuckMountain2024-09-09.gpx,10-20,6500-8000,11.991,7205,27.87
BuckMountain2024-09-09.gpx,10-20,6500-8000,11.423,7232,26.52
BuckMountain2024-09-09.gpx,10-20,6500-8000,12.825,7261,29.87
BuckMountain2024-09-09.gpx,0-10,6500-8000,8.008,7285,18.46
BuckMountain2024-09-09.gpx,0-10,6500-8000,5.346,7300,12.28
BuckMountain2024-09-09.gpx,0-10,6500-8000,9.442,7317,21.83
BuckMountain2024-09-09.gpx,0-10,6500-8000,8.421,7338,19.43
BuckMountain2024-09-09.gpx,0-10,6500-8000,7.778,7357,17.93
BuckMountain2024-09-09.gpx,0-10,6500-8000,2.862,7362,-6.56
BuckMountain2024-09-09.gpx,0-10,6500-8000,5.711,7365,13.12
BuckMountain2024-09-09.gpx,0-10,6500-8000,1.432,7374,3.28
BuckMountain2024-09-09.gpx,0-10,6500-8000,2.862,7379,6.56
BuckMountain2024-09-09.gpx,0-10,6500-8000,3.998,7386,9.17
BuckMountain2024-09-09.gpx,10-20,6500-8000,10.565,7403,24.48
BuckMountain2024-09-09.gpx,10-20,6500-8000,11.325,7429,26.28
BuckMountain2024-09-09.gpx,10-20,6500-8000,11.283,7455,26.18
BuckMountain2024-09-09.gpx,10-20,6500-8000,10.196,7480,23.6
BuckMountain2024-09-09.gpx,0-10,6500-8000,9.457,7503,21.86
BuckMountain2024-09-09.gpx,0-10,6500-8000,0.101,7514,0.23
BuckMountain2024-09-09.gpx,0-10,6500-8000,0.819,7513,-1.88
BuckMountain2024-09-09.gpx,0-10,6500-8000,7.371,7520,16.98
BuckMountain2024-09-09.gpx,0-10,6500-8000,3.132,7532,7.18
BuckMountain2024-09-09.gpx,10-20,6500-8000,14.082,7552,32.92
BuckMountain2024-09-09.gpx,0-10,6500-8000,7.125,7577,16.4
BuckMountain2024-09-09.gpx,0-10,6500-8000,8.748,7595,20.19
BuckMountain2024-09-09.gpx,10-20,6500-8000,19.094,7628,45.43
BuckMountain2024-09-09.gpx,0-10,6500-8000,2.461,7654,5.64
BuckMountain2024-09-09.gpx,0-10,6500-8000,3.261,7660,7.48
BuckMountain2024-09-09.gpx,0-10,6500-8000,5.48,7670,12.59
BuckMountain2024-09-09.gpx,0-10,6500-8000,0.233,7677,0.53
BuckMountain2024-09-09.gpx,0-10,6500-8000,9.926,7689,22.97
BuckMountain2024-09-09.gpx,0-10,6500-8000,1.371,7702,3.14
BuckMountain2024-09-09.gpx,0-10,6500-8000,6.516,7711,14.99
BuckMountain2024-09-09.gpx,0-10,6500-8000,4.964,7724,11.4
BuckMountain2024-09-09.gpx,0-10,6500-8000,7.83,7739,18.05
BuckMountain2024-09-09.gpx,0-10,6500-8000,7.14,7756,16.44
BuckMountain2024-09-09.gpx,0-10,6500-8000,9.242,7775,21.35
BuckMountain2024-09-09.gpx,10-20,6500-8000,13.547,7801,31.62
BuckMountain2024-09-09.gpx,10-20,6500-8000,11.779,7831,27.37
BuckMountain2024-09-09.gpx,0-10,6500-8000,9.341,7855,21.59
BuckMountain2024-09-09.gpx,0-10,6500-8000,2.867,7869,6.57
BuckMountain2024-09-09.gpx,10-20,6500-8000,10.379,7885,24.04
BuckMountain2024-09-09.gpx,0-10,6500-8000,8.658,7907,19.98
BuckMountain2024-09-09.gpx,0-10,6500-8000,5.711,7923,13.12
BuckMountain2024-09-09.gpx,0-10,6500-8000,3.749,7934,8.6
BuckMountain2024-09-09.gpx,10-20,6500-8000,10.139,7950,23.47
BuckMountain2024-09-09.gpx,10-20,6500-8000,12.292,7976,28.59
BuckMountain2024-09-09.gpx,0-10,6500-8000,7.814,7999,18.01
BuckMountain2024-09-09.gpx,10-20,8000-9500,19.477,8032,46.41
BuckMountain2024-09-09.gpx,10-20,8000-9500,13.867,8071,32.4
BuckMountain2024-09-09.gpx,10-20,8000-9500,15.744,8106,37.0
BuckMountain2024-09-09.gpx,10-20,8000-9500,19.422,8147,46.27
BuckMountain2024-09-09.gpx,10-20,8000-9500,11.807,8184,27.43
BuckMountain2024-09-09.gpx,10-20,8000-9500,14.176,8215,33.15
BuckMountain2024-09-09.gpx,10-20,8000-9500,12.762,8246,29.72
BuckMountain2024-09-09.gpx,0-10,8000-9500,5.844,8268,13.43
BuckMountain2024-09-09.gpx,0-10,8000-9500,5.711,8281,13.12
BuckMountain2024-09-09.gpx,0-10,8000-9500,0.724,8288,1.66
BuckMountain2024-09-09.gpx,0-10,8000-9500,4.993,8295,11.47
BuckMountain2024-09-09.gpx,0-10,8000-9500,8.531,8310,19.69
BuckMountain2024-09-09.gpx,10-20,8000-9500,13.621,8336,31.8
BuckMountain2024-09-09.gpx,10-20,8000-9500,12.042,8366,28.0
BuckMountain2024-09-09.gpx,10-20,8000-9500,13.732,8396,32.07
BuckMountain2024-09-09.gpx,10-20,8000-9500,13.643,8428,31.85
BuckMountain2024-09-09.gpx,10-20,8000-9500,12.962,8459,30.21
BuckMountain2024-09-09.gpx,10-20,8000-9500,13.756,8490,32.13
BuckMountain2024-09-09.gpx,10-20,8000-9500,12.574,8521,29.27
BuckMountain2024-09-09.gpx,10-20,8000-9500,11.111,8548,25.77
BuckMountain2024-09-09.gpx,10-20,8000-9500,15.893,8580,37.37
BuckMountain2024-09-09.gpx,10-20,8000-9500,16.373,8618,38.56
BuckMountain2024-09-09.gpx,10-20,8000-9500,15.008,8655,35.18
BuckMountain2024-09-09.gpx,10-20,8000-9500,17.548,8693,41.5
BuckMountain2024-09-09.gpx,10-20,8000-9500,15.209,8732,35.68
BuckMountain2024-09-09.gpx,10-20,8000-9500,16.397,8769,38.62
BuckMountain2024-09-09.gpx,0-10,8000-9500,9.619,8799,22.24
BuckMountain2024-09-09.gpx,10-20,8000-9500,14.81,8828,34.7
BuckMountain2024-09-09.gpx,0-10,8000-9500,3.039,8849,6.97
BuckMountain2024-09-09.gpx,10-20,8000-9500,14.894,8870,34.9
BuckMountain2024-09-09.gpx,10-20,8000-9500,11.019,8900,25.55
BuckMountain2024-09-09.gpx,0-10,8000-9500,9.159,8923,21.16
BuckMountain2024-09-09.gpx,0-10,8000-9500,8.582,8944,19.8
BuckMountain2024-09-09.gpx,0-10,8000-9500,4.237,8958,9.72
BuckMountain2024-09-09.gpx,0-10,8000-9500,8.531,8973,19.69
BuckMountain2024-09-09.gpx,0-10,8000-9500,3.967,8987,9.1
BuckMountain2024-09-09.gpx,0-10,8000-9500,4.384,8997,10.06
BuckMountain2024-09-09.gpx,0-10,8000-9500,1.795,9004,4.11
BuckMountain2024-09-09.gpx,0-10,8000-9500,8.973,9017,20.72
BuckMountain2024-09-09.gpx,0-10,8000-9500,0.27,9027,-0.62
BuckMountain2024-09-09.gpx,0-10,8000-9500,2.756,9029,6.32
BuckMountain2024-09-09.gpx,0-10,8000-9500,7.633,9041,17.59
BuckMountain2024-09-09.gpx,0-10,8000-9500,3.565,9054,8.18
BuckMountain2024-09-09.gpx,10-20,8000-9500,10.012,9070,23.17
BuckMountain2024-09-09.gpx,0-10,8000-9500,4.351,9087,9.99
BuckMountain2024-09-09.gpx,0-10,8000-9500,9.779,9103,22.62
BuckMountain2024-09-09.gpx,10-20,8000-9500,18.688,9136,44.39
BuckMountain2024-09-09.gpx,10-20,8000-9500,18.566,9181,44.08
BuckMountain2024-09-09.gpx,10-20,8000-9500,19.515,9226,46.51
BuckMountain2024-09-09.gpx,10-20,8000-9500,19.11,9272,45.47
BuckMountain2024-09-09.gpx,20-30,8000-9500,21.089,9320,50.61
BuckMountain2024-09-09.gpx,20-30,8000-9500,22.927,9373,55.51
BuckMountain2024-09-09.gpx,20-30,8000-9500,22.097,9427,53.28
BuckMountain2024-09-09.gpx,20-30,8000-9500,24.721,9484,60.42
BuckMountain2024-09-09.gpx,20-30,9500-11000,20.656,9539,49.47
BuckMountain2024-09-09.gpx,20-30,9500-11000,25.939,9596,63.84
BuckMountain2024-09-09.gpx,20-30,9500-11000,21.758,9654,52.38
BuckMountain2024-09-09.gpx,20-30,9500-11000,23.678,9709,57.55
BuckMountain2024-09-09.gpx,0-10,9500-11000,9.221,9748,21.3
BuckMountain2024-09-09.gpx,10-20,9500-11000,19.711,9782,47.02
BuckMountain2024-09-09.gpx,30-40,9500-11000,30.113,9844,76.11
BuckMountain2024-09-09.gpx,10-20,9500-11000,17.772,9903,42.06
BuckMountain2024-09-09.gpx,10-20,9500-11000,10.691,9937,24.78
BuckMountain2024-09-09.gpx,20-30,9500-11000,23.98,9978,58.37
BuckMountain2024-09-09.gpx,10-20,9500-11000,13.989,10024,32.69
BuckMountain2024-09-09.gpx,10-20,9500-11000,15.097,10058,35.4
BuckMountain2024-09-09.gpx,0-10,9500-11000,6.82,10068,-15.7
BuckMountain2024-09-09.gpx,0-10,9500-11000,8.356,10069,19.28
BuckMountain2024-09-09.gpx,10-20,9500-11000,14.25,10096,33.33
BuckMountain2024-09-09.gpx,0-10,9500-11000,4.834,10118,11.1
BuckMountain2024-09-09.gpx,10-20,9500-11000,13.2,10139,30.78
BuckMountain2024-09-09.gpx,10-20,9500-11000,13.092,10169,30.52
BuckMountain2024-09-09.gpx,10-20,9500-11000,11.486,10198,26.67
BuckMountain2024-09-09.gpx,10-20,9500-11000,10.903,10224,25.28
BuckMountain2024-09-09.gpx,10-20,9500-11000,17.577,10257,41.57
BuckMountain2024-09-09.gpx,0-10,9500-11000,8.803,10288,20.32
BuckMountain2024-09-09.gpx,10-20,9500-11000,19.29,10322,45.93
BuckMountain2024-09-09.gpx,10-20,9500-11000,12.68,10359,29.53
BuckMountain2024-09-09.gpx,10-20,9500-11000,16.049,10393,37.75
BuckMountain2024-09-09.gpx,0-10,9500-11000,7.921,10421,18.26
BuckMountain2024-09-09.gpx,0-10,9500-11000,8.176,10439,18.85
BuckMountain2024-09-09.gpx,0-10,9500-11000,0.259,10449,0.59
BuckMountain2024-09-09.gpx,0-10,9500-11000,5.522,10456,12.69
BuckMountain2024-09-09.gpx,10-20,9500-11000,15.087,10480,35.38
BuckMountain2024-09-09.gpx,0-10,9500-11000,7.617,10506,17.55
BuckMountain2024-09-09.gpx,20-30,9500-11000,27.416,10549,68.07
BuckMountain2024-09-09.gpx,30-40,9500-11000,35.434,10630,93.38
BuckMountain2024-09-09.gpx,10-20,9500-11000,11.021,10689,25.56
BuckMountain2024-09-09.gpx,20-30,9500-11000,25.045,10733,61.32
BuckMountain2024-09-09.gpx,30-40,9500-11000,34.17,10808,89.09
BuckMountain2024-09-09.gpx,10-20,9500-11000,18.373,10874,43.59
BuckMountain2024-09-09.gpx,20-30,9500-11000,26.575,10929,65.65
BuckMountain2024-09-09.gpx,20-30,9500-11000,26.059,10994,64.17
BuckMountain2024-09-09.gpx,20-30,11000-12500,20.809,11051,49.87
BuckMountain2024-09-09.gpx,10-20,11000-12500,17.404,11096,41.14
BuckMountain2024-09-09.gpx,20-30,11000-12500,24.431,11147,59.62
BuckMountain2024-09-09.gpx,20-30,11000-12500,27.358,11210,67.9
BuckMountain2024-09-09.gpx,20-30,11000-12500,24.841,11275,60.75
BuckMountain2024-09-09.gpx,20-30,11000-12500,22.551,11332,54.49
BuckMountain2024-09-09.gpx,20-30,11000-12500,29.65,11397,74.7
BuckMountain2024-09-09.gpx,20-30,11000-12500,20.035,11458,47.86
BuckMountain2024-09-09.gpx,10-20,11000-12500,17.682,11503,41.84
BuckMountain2024-09-09.gpx,0-10,11000-12500,2.602,11527,5.96
BuckMountain2024-09-09.gpx,10-20,11000-12500,14.397,11547,33.69
BuckMountain2024-09-09.gpx,20-30,11000-12500,26.794,11597,66.27
BuckMountain2024-09-09.gpx,0-10,11000-12500,6.794,11638,15.63
BuckMountain2024-09-09.gpx,10-20,11000-12500,17.983,11667,42.6
BuckMountain2024-09-09.gpx,10-20,11000-12500,13.256,11704,30.92
BuckMountain2024-09-09.gpx,30-40,11000-12500,34.992,11765,91.86
BuckMountain2024-09-09.gpx,30-40,11000-12500,33.416,11854,86.58
BuckMountain2024-09-09.gpx,10-20,11000-12500,14.776,11880,-34.61
BuckMountain2024-09-09.gpx,20-30,11000-12500,24.832,11833,-60.73
BuckMountain2024-09-09.gpx,20-30,11000-12500,26.319,11770,-64.91
BuckMountain2024-09-09.gpx,20-30,11000-12500,23.638,11709,-57.44
BuckMountain2024-09-09.gpx,10-20,11000-12500,13.615,11664,-31.78
BuckMountain2024-09-09.gpx,10-20,11000-12500,10.178,11636,-23.56
BuckMountain2024-09-09.gpx,20-30,11000-12500,29.334,11588,-73.75
BuckMountain2024-09-09.gpx,10-20,11000-12500,13.596,11535,-31.74
BuckMountain2024-09-09.gpx,0-10,11000-12500,4.33,11524,9.94
BuckMountain2024-09-09.gpx,10-20,11000-12500,17.877,11508,-42.33
BuckMountain2024-09-09.gpx,10-20,11000-12500,18.309,11465,-43.42
BuckMountain2024-09-09.gpx,20-30,11000-12500,24.366,11414,-59.44
BuckMountain2024-09-09.gpx,10-20,11000-12500,19.933,11360,-47.59
BuckMountain2024-09-09.gpx,10-20,11000-12500,18.374,11314,-43.59
BuckMountain2024-09-09.gpx,20-30,11000-12500,27.34,11259,-67.85
BuckMountain2024-09-09.gpx,20-30,11000-12500,25.628,11193,-62.96
BuckMountain2024-09-09.gpx,20-30,11000-12500,22.164,11135,-53.46
BuckMountain2024-09-09.gpx,10-20,11000-12500,16.484,11089,-38.83
BuckMountain2024-09-09.gpx,20-30,11000-12500,22.989,11042,-55.68
BuckMountain2024-09-09.gpx,20-30,9500-11000,27.152,10980,-67.31
BuckMountain2024-09-09.gpx,10-20,9500-11000,18.973,10924,-45.12
BuckMountain2024-09-09.gpx,20-30,9500-11000,24.406,10872,-59.55
BuckMountain2024-09-09.gpx,20-30,9500-11000,24.955,10811,-61.07
BuckMountain2024-09-09.gpx,10-20,9500-11000,11.884,10767,-27.62
BuckMountain2024-09-09.gpx,10-20,9500-11000,10.897,10766,25.26
BuckMountain2024-09-09.gpx,0-10,9500-11000,4.71,10784,10.81
BuckMountain2024-09-09.gpx,20-30,9500-11000,21.279,10764,-51.11
BuckMountain2024-09-09.gpx,10-20,9500-11000,18.176,10717,-43.09
BuckMountain2024-09-09.gpx,20-30,9500-11000,27.16,10661,-67.33
BuckMountain2024-09-09.gpx,20-30,9500-11000,23.395,10599,-56.78
BuckMountain2024-09-09.gpx,10-20,9500-11000,11.626,10557,-27.0
BuckMountain2024-09-09.gpx,10-20,9500-11000,16.449,10525,-38.75
BuckMountain2024-09-09.gpx,10-20,9500-11000,14.993,10488,-35.15
BuckMountain2024-09-09.gpx,0-10,9500-11000,1.843,10468,-4.22
BuckMountain2024-09-09.gpx,0-10,9500-11000,9.877,10454,-22.85
BuckMountain2024-09-09.gpx,10-20,9500-11000,10.692,10431,-24.78
BuckMountain2024-09-09.gpx,0-10,9500-11000,6.395,10411,-14.71
BuckMountain2024-09-09.gpx,20-30,9500-11000,26.18,10371,-64.52
BuckMountain2024-09-09.gpx,10-20,9500-11000,14.805,10356,34.69
BuckMountain2024-09-09.gpx,0-10,9500-11000,6.251,10367,-14.37
BuckMountain2024-09-09.gpx,0-10,9500-11000,2.232,10357,-5.12
BuckMountain2024-09-09.gpx,10-20,9500-11000,14.193,10338,-33.19
BuckMountain2024-09-09.gpx,10-20,9500-11000,19.54,10298,-46.58
BuckMountain2024-09-09.gpx,10-20,9500-11000,14.914,10257,-34.95
BuckMountain2024-09-09.gpx,20-30,9500-11000,20.434,10215,-48.89
BuckMountain2024-09-09.gpx,10-20,9500-11000,10.338,10179,-23.94
BuckMountain2024-09-09.gpx,0-10,9500-11000,5.721,10173,13.15
BuckMountain2024-09-09.gpx,10-20,9500-11000,12.997,10165,-30.29
BuckMountain2024-09-09.gpx,0-10,9500-11000,6.527,10142,-15.01
BuckMountain2024-09-09.gpx,10-20,9500-11000,15.353,10116,-36.03
BuckMountain2024-09-09.gpx,10-20,9500-11000,11.875,10085,-27.59
BuckMountain2024-09-09.gpx,0-10,9500-11000,2.494,10074,5.72
BuckMountain2024-09-09.gpx,10-20,9500-11000,19.686,10053,-46.95
BuckMountain2024-09-09.gpx,0-10,9500-11000,5.879,10023,-13.51
BuckMountain2024-09-09.gpx,0-10,9500-11000,4.318,10021,9.91
BuckMountain2024-09-09.gpx,10-20,9500-11000,12.878,10011,-30.0
BuckMountain2024-09-09.gpx,20-30,9500-11000,25.574,9965,-62.8
BuckMountain2024-09-09.gpx,20-30,9500-11000,25.433,9902,-62.41
BuckMountain2024-09-09.gpx,20-30,9500-11000,23.315,9843,-56.56
BuckMountain2024-09-09.gpx,10-20,9500-11000,17.423,9794,-41.18
BuckMountain2024-09-09.gpx,10-20,9500-11000,15.633,9755,-36.72
BuckMountain2024-09-09.gpx,20-30,9500-11000,24.061,9707,-58.6
BuckMountain2024-09-09.gpx,20-30,9500-11000,27.456,9644,-68.19
BuckMountain2024-09-09.gpx,10-20,9500-11000,15.094,9592,-35.4
BuckMountain2024-09-09.gpx,10-20,9500-11000,16.891,9554,-39.85
BuckMountain2024-09-09.gpx,20-30,9500-11000,22.597,9507,-54.62
BuckMountain2024-09-09.gpx,20-30,8000-9500,25.222,9449,-61.82
BuckMountain2024-09-09.gpx,20-30,8000-9500,23.722,9389,-57.67
BuckMountain2024-09-09.gpx,20-30,8000-9500,20.487,9336,-49.03
BuckMountain2024-09-09.gpx,0-10,8000-9500,8.117,9302,-18.72
BuckMountain2024-09-09.gpx,10-20,8000-9500,19.642,9269,-46.84
BuckMountain2024-09-09.gpx,10-20,8000-9500,17.185,9225,-40.59
BuckMountain2024-09-09.gpx,10-20,8000-9500,18.314,9183,-43.44
BuckMountain2024-09-09.gpx,10-20,8000-9500,17.759,9141,-42.03
BuckMountain2024-09-09.gpx,10-20,8000-9500,13.491,9104,-31.49
BuckMountain2024-09-09.gpx,0-10,8000-9500,1.931,9086,-4.42
BuckMountain2024-09-09.gpx,0-10,8000-9500,4.821,9078,-11.07
BuckMountain2024-09-09.gpx,0-10,8000-9500,7.595,9064,-17.5
BuckMountain2024-09-09.gpx,0-10,8000-9500,2.614,9052,-5.99
BuckMountain2024-09-09.gpx,0-10,8000-9500,9.559,9038,-22.1
BuckMountain2024-09-09.gpx,0-10,8000-9500,1.431,9025,-3.28
BuckMountain2024-09-09.gpx,0-10,8000-9500,2.06,9021,-4.72
BuckMountain2024-09-09.gpx,0-10,8000-9500,8.191,9010,-18.89
BuckMountain2024-09-09.gpx,0-10,8000-9500,2.516,9003,5.77
BuckMountain2024-09-09.gpx,0-10,8000-9500,8.699,8996,-20.08
BuckMountain2024-09-09.gpx,0-10,8000-9500,7.504,8977,-17.29
BuckMountain2024-09-09.gpx,0-10,8000-9500,7.563,8960,-17.42
BuckMountain2024-09-09.gpx,0-10,8000-9500,7.387,8943,-17.01
BuckMountain2024-09-09.gpx,0-10,8000-9500,5.876,8927,-13.51
BuckMountain2024-09-09.gpx,0-10,8000-9500,9.875,8909,-22.84
BuckMountain2024-09-09.gpx,0-10,8000-9500,9.974,8886,-23.08
BuckMountain2024-09-09.gpx,0-10,8000-9500,7.125,8866,-16.4
BuckMountain2024-09-09.gpx,10-20,8000-9500,14.331,8842,-33.53
BuckMountain2024-09-09.gpx,0-10,8000-9500,9.791,8813,-22.65
BuckMountain2024-09-09.gpx,10-20,8000-9500,12.967,8787,-30.22
BuckMountain2024-09-09.gpx,10-20,8000-9500,17.075,8752,-40.31
BuckMountain2024-09-09.gpx,10-20,8000-9500,13.407,8716,-31.28
BuckMountain2024-09-09.gpx,10-20,8000-9500,13.738,8684,-32.08
BuckMountain2024-09-09.gpx,10-20,8000-9500,14.62,8651,-34.23
BuckMountain2024-09-09.gpx,10-20,8000-9500,14.55,8617,-34.06
BuckMountain2024-09-09.gpx,10-20,8000-9500,13.396,8584,-31.26
BuckMountain2024-09-09.gpx,10-20,8000-9500,12.455,8554,-28.99
BuckMountain2024-09-09.gpx,10-20,8000-9500,13.669,8524,-31.92
BuckMountain2024-09-09.gpx,10-20,8000-9500,13.311,8492,-31.05
BuckMountain2024-09-09.gpx,0-10,8000-9500,9.21,8466,-21.28
BuckMountain2024-09-09.gpx,10-20,8000-9500,17.237,8435,-40.72
BuckMountain2024-09-09.gpx,0-10,8000-9500,7.969,8406,-18.37
BuckMountain2024-09-09.gpx,10-20,8000-9500,15.646,8378,-36.76
BuckMountain2024-09-09.gpx,0-10,8000-9500,8.502,8350,-19.62
BuckMountain2024-09-09.gpx,10-20,8000-9500,10.119,8328,-23.42
BuckMountain2024-09-09.gpx,0-10,8000-9500,6.959,8309,-16.02
BuckMountain2024-09-09.gpx,0-10,8000-9500,5.711,8294,-13.12
BuckMountain2024-09-09.gpx,0-10,8000-9500,0.083,8287,-0.19
BuckMountain2024-09-09.gpx,0-10,8000-9500,3.265,8283,-7.49
BuckMountain2024-09-09.gpx,10-20,8000-9500,13.577,8264,-31.69
BuckMountain2024-09-09.gpx,0-10,8000-9500,3.072,8245,-7.04
BuckMountain2024-09-09.gpx,10-20,8000-9500,14.471,8224,-33.87
BuckMountain2024-09-09.gpx,10-20,8000-9500,19.163,8184,-45.61
BuckMountain2024-09-09.gpx,10-20,8000-9500,14.387,8145,-33.66
BuckMountain2024-09-09.gpx,10-20,8000-9500,15.867,8109,-37.3
BuckMountain2024-09-09.gpx,10-20,8000-9500,16.87,8071,-39.8
BuckMountain2024-09-09.gpx,10-20,8000-9500,16.758,8031,-39.52
BuckMountain2024-09-09.gpx,0-10,8000-9500,5.463,8005,-12.55
BuckMountain2024-09-09.gpx,10-20,6500-8000,12.68,7984,-29.53
BuckMountain2024-09-09.gpx,0-10,6500-8000,6.447,7962,-14.83
BuckMountain2024-09-09.gpx,10-20,6500-8000,11.969,7940,-27.82
BuckMountain2024-09-09.gpx,0-10,6500-8000,3.207,7923,-7.35
BuckMountain2024-09-09.gpx,10-20,6500-8000,10.978,7906,-25.46
BuckMountain2024-09-09.gpx,0-10,6500-8000,4.289,7889,-9.84
BuckMountain2024-09-09.gpx,0-10,6500-8000,7.125,7876,-16.4
BuckMountain2024-09-09.gpx,0-10,6500-8000,8.531,7858,-19.69
BuckMountain2024-09-09.gpx,10-20,6500-8000,13.355,7832,-31.16
BuckMountain2024-09-09.gpx,10-20,6500-8000,12.409,7802,-28.87
BuckMountain2024-09-09.gpx,0-10,6500-8000,7.533,7779,-17.35
